Chromosome	Start	End	Strand	Gene	Transcription_Start_Site
chr7	138890836	138909519	-	Bnip3	138909495
chr6	24088283	24168092	-	Slc13a1	24168092
chr11	59963181	59964944	-	Rasd1	59964944
chr14	42463881	42472122	+	Gm8011	42463881
chr14	42496884	42502349	-	Gm8020	42502349
chr1	92906981	92908435	+	Dusp28	92906981
chr3	58674938	58692400	-	Siah2	58692400
chr5	125017153	125179219	-	Ncor2	125042812
chr5	125017153	125179219	-	Ncor2	125179219
chr5	125017153	125179219	-	Ncor2	125179180
chr5	125017153	125179219	-	Ncor2	125179053
chr5	125017153	125179219	-	Ncor2	125124900
chr5	125017153	125179219	-	Ncor2	125179202
chr5	125017153	125179219	-	Ncor2	125025522
chr5	125017153	125179219	-	Ncor2	125026924
chr5	125017153	125179219	-	Ncor2	125058400
chr5	125017153	125179219	-	Ncor2	125058411
chr5	125017153	125179219	-	Ncor2	125179214
chr11	113776374	114067046	-	Sdk2	114066218
chr11	113776374	114067046	-	Sdk2	114065975
chr19	47501033	47537507	-	Stn1	47537119
chr19	47501033	47537507	-	Stn1	47537036
chr19	47501033	47537507	-	Stn1	47537507
chr19	47501033	47537507	-	Stn1	47537046
chr16	55811375	55838899	-	Nfkbiz	55822138
chr16	55811375	55838899	-	Nfkbiz	55838899
chr16	55811375	55838899	-	Nfkbiz	55838854
chr5	95775990	95804708	+	E330014E10Rik	95775990
chr5	125531774	125792583	+	Tmem132b	125531774
chr5	125531774	125792583	+	Tmem132b	125532387
chr3	58788407	58822311	-	Mindy4b-ps	58811943
chr3	58788407	58822311	-	Mindy4b-ps	58822311
chr11	98704591	98729435	-	Med24	98729435
chr11	98704591	98729435	-	Med24	98729410
chr11	98704591	98729435	-	Med24	98729374
chr12	73543402	73546392	-	Tmem30b	73546392
chr11	73393010	73399614	-	Olfr1	73399614
chr11	73393010	73399614	-	Olfr1	73399495
chr1	82913325	82914130	+	A030005L19Rik	82913325
chr17	3114972	3198859	+	Scaf8	3114979
chr17	3114972	3198859	+	Scaf8	3115249
chr5	146502399	146505183	+	4930449I24Rik	146502399
chr1	82924917	82925712	+	A030014E15Rik	82924917
chr4	123734559	123750345	-	Akirin1	123750345
chr4	94907267	94928843	-	Eqtn	94928843
chr4	94907267	94928843	-	Eqtn	94928794
chr13	55539316	55571120	-	Fam193b	55571100
chr13	55539316	55571120	-	Fam193b	55571120
chr13	55539316	55571120	-	Fam193b	55543467
chr1	82930571	82931399	-	Gm6217	82931399
chr15	42424723	42676977	-	Angpt1	42676977
chr2	59484653	59505020	+	Dapl1	59484653
chr12	103646630	103657212	-	Serpina6	103657212
chr12	103646630	103657212	-	Serpina6	103657102
chr16	78301489	78359774	+	Cxadr	78301489
chr16	78301489	78359774	+	Cxadr	78301496
chr16	78301489	78359774	+	Cxadr	78301756
chr16	78301489	78359774	+	Cxadr	78301759
chr5	146514123	146516902	+	Gm3402	146514123
chr5	146514123	146516902	+	Gm3402	146514151
chr7	79821803	79861059	-	Anpep	79848210
chr7	79821803	79861059	-	Anpep	79848183
chr7	79821803	79861059	-	Anpep	79861059
chr7	79821803	79861059	-	Anpep	79842352
chr5	95956951	95961068	+	Cxcl13	95956951
chr7	10507398	10558485	-	Vmn1r68	10558485
chr7	10507398	10558485	-	Vmn1r68	10528169
chr7	111067750	111083030	-	Eif4g2	111083030
chr7	111067750	111083030	-	Eif4g2	111083017
chr7	111067750	111083030	-	Eif4g2	111074249
chr7	111067750	111083030	-	Eif4g2	111083019
chr7	111067750	111083030	-	Eif4g2	111082195
chr7	111067750	111083030	-	Eif4g2	111081853
chr15	66891320	66923201	+	Ccn4	66891320
chr15	66891320	66923201	+	Ccn4	66891508
chr6	15720661	15802169	+	Mdfic	15720661
chr6	15720661	15802169	+	Mdfic	15720721
chr6	15720661	15802169	+	Mdfic	15721087
chr6	15720661	15802169	+	Mdfic	15727799
chr5	104508350	104554207	+	Thoc2l	104508350
chr5	104508350	104554207	+	Thoc2l	104508352
chr11	103219762	103267472	-	Map3k14	103267472
chrY	65377690	65403917	+	Gm20736	65377690
chrY	65377690	65403917	+	Gm20736	65377702
chrY	65377690	65403917	+	Gm20736	65379124
chr6	114282635	114317532	+	Slc6a1	114282635
chr6	114282635	114317532	+	Slc6a1	114301863
chr13	13357620	13394014	-	Gpr137b	13393614
chr13	13357620	13394014	-	Gpr137b	13393624
chr6	86691768	86733383	-	Gmcl1	86733383
chr6	86691768	86733383	-	Gmcl1	86733240
chr7	106156556	106215326	-	Gvin1	106215310
chr7	106156556	106215326	-	Gvin1	106215326
chr11	101009452	101063719	+	Atp6v0a1	101009452
chr11	101009452	101063719	+	Atp6v0a1	101011821
chr11	101009452	101063719	+	Atp6v0a1	101010657
chr11	101009452	101063719	+	Atp6v0a1	101009487
chr9	122175874	122294423	-	Ano10	122294423
chr9	122175874	122294423	-	Ano10	122294346
chr9	122175874	122294423	-	Ano10	122187619
chr9	122175874	122294423	-	Ano10	122263685
chr9	122175874	122294423	-	Ano10	122294374
chr2	13509014	13544668	-	Trdmt1	13544668
chr9	21242912	21248443	-	S1pr5	21248443
chr11	82951349	82964840	+	Slfn5	82952095
chr11	82951349	82964840	+	Slfn5	82952102
chr11	82951349	82964840	+	Slfn5	82954661
chr7	106675005	106680584	-	Olfr693	106680584
chr7	106675005	106680584	-	Olfr693	106678485
chr2	31806166	31810580	-	Qrfp	31810580
chr13	55105311	55134825	+	Zfp346	55105314
chr13	55105311	55134825	+	Zfp346	55105327
chr13	55105311	55134825	+	Zfp346	55105332
chr13	55105311	55134825	+	Zfp346	55105333
chr13	55105311	55134825	+	Zfp346	55105399
chr12	103668808	103676139	-	Serpina16	103676139
chr12	103668808	103676139	-	Serpina16	103675464
chr17	33089310	33110705	+	Zfp563	33089310
chr17	33089310	33110705	+	Zfp563	33089564
chr17	33089310	33110705	+	Zfp563	33092458
chr11	73424609	73428477	-	Olfr378	73428477
chr11	118406289	118419086	-	Cant1	118419086
chr11	118406289	118419086	-	Cant1	118419023
chr11	118406289	118419086	-	Cant1	118419052
chr11	118406289	118419086	-	Cant1	118415794
chr4	11558922	11615805	+	Rad54b	11558942
chr4	11558922	11615805	+	Rad54b	11558949
chr4	11558922	11615805	+	Rad54b	11558972
chr7	74275419	74554780	-	Slco3a1	74554633
chr7	74275419	74554780	-	Slco3a1	74554614
chr7	74275419	74554780	-	Slco3a1	74554780
chr7	74275419	74554780	-	Slco3a1	74554474
chr7	74275419	74554780	-	Slco3a1	74552594
chr14	14112174	14120984	-	Psmd6	14120984
chr14	14112174	14120984	-	Psmd6	14120106
chr4	123787874	123829904	+	Rhbdl2	123809914
chr4	123787874	123829904	+	Rhbdl2	123787875
chr8	13386205	13396825	-	Atp4b	13396825
chr2	84734058	84738655	+	Ypel4	84734058
chr14	36874936	36968777	-	Ccser2	36968687
chr14	36874936	36968777	-	Ccser2	36968777
chr14	36874936	36968777	-	Ccser2	36906318
chr14	36874936	36968777	-	Ccser2	36935572
chr14	36874936	36968777	-	Ccser2	36909181
chr14	36874936	36968777	-	Ccser2	36919333
chr14	36874936	36968777	-	Ccser2	36919535
chr14	36874936	36968777	-	Ccser2	36926863
chr19	5490455	5495201	+	Cfl1	5490455
chr19	5490455	5495201	+	Cfl1	5490565
chr19	5490455	5495201	+	Cfl1	5490485
chr6	83867109	83989550	+	Zfp638	83867109
chr6	83867109	83989550	+	Zfp638	83914367
chr6	83867109	83989550	+	Zfp638	83914373
chr6	83867109	83989550	+	Zfp638	83914374
chr6	83867109	83989550	+	Zfp638	83914390
chr6	83867109	83989550	+	Zfp638	83914392
chr6	83867109	83989550	+	Zfp638	83928855
chr6	83867109	83989550	+	Zfp638	83947898
chr4	106622432	106640189	+	Ttc22	106622432
chr16	78332637	78377192	-	Btg3	78373336
chr16	78332637	78377192	-	Btg3	78376810
chr16	78332637	78377192	-	Btg3	78377192
chr6	24444865	24515067	-	Iqub	24515067
chr16	17208603	17213982	+	Rimbp3	17208603
chr13	27601819	27610582	-	Prl7b1	27610582
chr12	99884517	99955219	+	Tdp1	99884537
chr12	99884517	99955219	+	Tdp1	99886484
chr12	99884517	99955219	+	Tdp1	99891173
chr19	5492235	5510538	-	Snx32	5510538
chr19	5492235	5510538	-	Snx32	5510463
chr17	29549785	29606898	+	Tbc1d22b	29549785
chr7	24530689	24538600	+	Irgq	24530689
chr4	138799244	138863482	-	Pla2g5	138819255
chr4	138799244	138863482	-	Pla2g5	138863482
chr4	138799244	138863482	-	Pla2g5	138812165
chr4	138799244	138863482	-	Pla2g5	138863469
chr10	22113050	22149270	-	E030030I06Rik	22149270
chr11	75486816	75509449	+	Prpf8	75486816
chr11	75486816	75509449	+	Prpf8	75486820
chr11	75486816	75509449	+	Prpf8	75486855
chr7	24541658	24546118	-	Pinlyp	24546118
chr17	33819027	33824562	-	Rps28	33824492
chr17	33819027	33824562	-	Rps28	33824562
chr17	33819027	33824562	-	Rps28	33824346
chr17	33819027	33824562	-	Rps28	33824476
chr3	76074270	76710019	+	Fstl5	76074270
chr3	76074270	76710019	+	Fstl5	76075583
chr3	76074270	76710019	+	Fstl5	76593550
chr4	11579665	11587591	+	Fsbp	11579665
chr6	135713233	136173511	-	Grin2b	136173125
chr6	135713233	136173511	-	Grin2b	136173511
chr6	135713233	136173511	-	Grin2b	136171889
chr7	10578930	10613659	-	Vmn1r69	10581487
chr7	10578930	10613659	-	Vmn1r69	10613659
chr18	32123126	32139570	-	Proc	32138199
chr18	32123126	32139570	-	Proc	32138182
chr18	32123126	32139570	-	Proc	32139570
chr18	32123126	32139570	-	Proc	32138171
chrY	7632774	7638489	-	Gm20826	7638489
chrY	7632774	7638489	-	Gm20826	7636973
chr11	118428203	118449963	+	C1qtnf1	118428203
chr11	118428203	118449963	+	C1qtnf1	118428499
chr11	118428203	118449963	+	C1qtnf1	118433853
chr11	118428203	118449963	+	C1qtnf1	118443471
chr7	30565427	30567962	+	Igflr1	30565427
chr7	30565427	30567962	+	Igflr1	30566080
chr6	86736840	86793584	-	Anxa4	86765910
chr6	86736840	86793584	-	Anxa4	86793584
chr6	86736840	86793584	-	Anxa4	86760737
chr6	86736840	86793584	-	Anxa4	86765807
chr6	86736840	86793584	-	Anxa4	86793564
chr15	76001093	76014336	-	Fam83h	76009498
chr15	76001093	76014336	-	Fam83h	76013381
chr15	76001093	76014336	-	Fam83h	76014336
chr13	4486849	4523345	-	Akr1c20	4523345
chr13	4486849	4523345	-	Akr1c20	4523313
chr13	4486849	4523345	-	Akr1c20	4523344
chr11	4186789	4215505	+	Tbc1d10a	4186789
chr11	4186789	4215505	+	Tbc1d10a	4186822
chr3	86545581	86548629	-	Mab21l2	86548283
chr6	38551334	38609470	+	Luc7l2	38551334
chr6	38551334	38609470	+	Luc7l2	38551465
chr6	38551334	38609470	+	Luc7l2	38551803
chr7	30561863	30563627	-	Psenen	30563087
chr7	30561863	30563627	-	Psenen	30563241
chr7	30561863	30563627	-	Psenen	30562931
chr7	30561863	30563627	-	Psenen	30563627
chr7	30561863	30563627	-	Psenen	30563124
chr1	131910534	131936321	+	Nucks1	131910534
chr1	131910534	131936321	+	Nucks1	131910556
chr19	5502767	5503787	-	1700020D05Rik	5503787
chr17	29660595	29705979	+	Cmtr1	29660595
chr17	29660595	29705979	+	Cmtr1	29660614
chr17	29660595	29705979	+	Cmtr1	29660621
chr17	29660595	29705979	+	Cmtr1	29660721
chr17	29660595	29705979	+	Cmtr1	29660807
chr17	29660595	29705979	+	Cmtr1	29676229
chr17	29660595	29705979	+	Cmtr1	29679261
chr17	29660595	29705979	+	Cmtr1	29680446
chr17	29660595	29705979	+	Cmtr1	29681176
chr1	36140027	36244720	-	Uggt1	36244305
chr15	76009888	76046981	+	Iqank1	76009890
chr15	76009888	76046981	+	Iqank1	76034252
chr12	11090202	11151056	-	Kcns3	11150373
chr12	11090202	11151056	-	Kcns3	11151056
chr12	11090202	11151056	-	Kcns3	11150842
chr6	24518666	24528013	-	Ndufa5	24527570
chr6	24518666	24528013	-	Ndufa5	24528013
chr4	41657498	41697089	-	Cntfr	41695442
chr4	41657498	41697089	-	Cntfr	41697040
chr4	41657498	41697089	-	Cntfr	41695935
chr4	138831857	138835186	+	Pla2g2a	138831857
chr17	33810519	33822918	+	Kank3	33810520
chr17	33810519	33822918	+	Kank3	33810523
chr17	33810519	33822918	+	Kank3	33822143
chr3	96635376	96645366	+	Pex11b	96635430
chr3	96635376	96645366	+	Pex11b	96635672
chr3	96635376	96645366	+	Pex11b	96635833
chr13	45389742	45412022	+	Mylip	45389742
chr13	45389742	45412022	+	Mylip	45390927
chr19	34067358	34084918	+	Lipn	34067358
chr19	34067358	34084918	+	Lipn	34067378
chr5	145231715	145247302	+	Zfp655	145231715
chr5	145231715	145247302	+	Zfp655	145231723
chr5	145231715	145247302	+	Zfp655	145231729
chr5	145231715	145247302	+	Zfp655	145231755
chr5	145231715	145247302	+	Zfp655	145231756
chr5	145231715	145247302	+	Zfp655	145231757
chr11	59970614	60046489	-	Pemt	60037005
chr11	59970614	60046489	-	Pemt	60046477
chr11	59970614	60046489	-	Pemt	60046481
chr11	59970614	60046489	-	Pemt	60040169
chr11	59970614	60046489	-	Pemt	60046489
chrY	30706533	30738561	-	Gm29582	30738561
chr3	95734147	95739569	-	Ecm1	95739569
chr3	95734147	95739569	-	Ecm1	95739567
chr3	95734147	95739569	-	Ecm1	95739549
chr3	95734147	95739569	-	Ecm1	95739544
chr5	21483847	21645634	-	Fbxl13	21645605
chr5	21483847	21645634	-	Fbxl13	21645557
chr4	121059237	121098241	-	Zmpste24	121098241
chr4	121059237	121098241	-	Zmpste24	121095698
chr2	84742169	84743655	-	Gm19426	84743655
chr11	5788488	5800962	+	Dbnl	5788488
chr11	5788488	5800962	+	Dbnl	5788522
chr11	5788488	5800962	+	Dbnl	5788530
chr7	106684980	106691814	-	Olfr694	106691124
chr7	106684980	106691814	-	Olfr694	106691814
chr7	106684980	106691814	-	Olfr694	106691307
chr7	106684980	106691814	-	Olfr694	106689729
chr6	5264147	5298455	-	Pon2	5298455
chr7	16959679	16964607	+	Pnmal1	16959679
chr7	4825552	4844696	-	Shisa7	4836174
chr7	4825552	4844696	-	Shisa7	4844696
chr11	89982665	90002894	-	Pctp	90002894
chr7	100642892	100662414	-	Plekhb1	100656953
chr7	100642892	100662414	-	Plekhb1	100656980
chr7	100642892	100662414	-	Plekhb1	100662365
chr7	100642892	100662414	-	Plekhb1	100662414
chr7	100642892	100662414	-	Plekhb1	100658456
chr7	100642892	100662414	-	Plekhb1	100658364
chr7	100642892	100662414	-	Plekhb1	100662315
chr7	100642892	100662414	-	Plekhb1	100657103
chr7	100642892	100662414	-	Plekhb1	100658422
chr7	100642892	100662414	-	Plekhb1	100662356
chr13	21467047	21468509	-	Nkapl	21468509
chr5	38349273	38503143	-	Slc2a9	38480306
chr5	38349273	38503143	-	Slc2a9	38491957
chr5	38349273	38503143	-	Slc2a9	38502152
chr5	38349273	38503143	-	Slc2a9	38503143
chr5	38349273	38503143	-	Slc2a9	38480131
chr5	38349273	38503143	-	Slc2a9	38480182
chr5	38349273	38503143	-	Slc2a9	38502079
chr5	38349273	38503143	-	Slc2a9	38483385
chr6	30509849	30520254	+	Ssmem1	30509849
chr6	30509849	30520254	+	Ssmem1	30512286
chr6	30509849	30520254	+	Ssmem1	30513698
chr2	4919019	4938730	+	Phyh	4919019
chr7	106711031	106716396	-	Olfr695	106716396
chr11	73452886	73457508	-	Olfr380	73457458
chr11	73452886	73457508	-	Olfr380	73457508
chr11	73452886	73457508	-	Olfr380	73454210
chr11	53631324	53634702	-	Il13	53634702
chr5	104813169	104860070	-	Zfp951	104860070
chr5	104813169	104860070	-	Zfp951	104828957
chr3	96645584	96664519	+	Itga10	96645584
chr16	30312423	30405975	-	Atp13a3	30388530
chr16	30312423	30405975	-	Atp13a3	30333890
chr16	30312423	30405975	-	Atp13a3	30405975
chr7	141228784	141262750	+	Phrf1	141228789
chr7	141228784	141262750	+	Phrf1	141243499
chr7	141228784	141262750	+	Phrf1	141259190
chr7	141228784	141262750	+	Phrf1	141260397
chr12	103688044	103695529	-	Serpina1f	103694666
chr12	103688044	103695529	-	Serpina1f	103695529
chr12	103688044	103695529	-	Serpina1f	103694716
chr19	27388698	27429825	-	Pum3	27429825
chr19	27388698	27429825	-	Pum3	27427109
chr19	27388698	27429825	-	Pum3	27427437
chr7	16983086	16988152	+	Gm42372	16983086
chr4	8535644	8607778	+	Rab2a	8535644
chr4	11704457	11714752	+	Gem	11704457
chr4	11704457	11714752	+	Gem	11705807
chr14	42518878	42524282	-	Gm8024	42524282
chr6	92242061	92244650	-	Trh	92244650
chr16	45139573	45158706	-	Slc35a5	45158706
chr16	45139573	45158706	-	Slc35a5	45158566
chr16	45139573	45158706	-	Slc35a5	45158644
chr16	45139573	45158706	-	Slc35a5	45158183
chr16	45139573	45158706	-	Slc35a5	45158453
chr6	83057844	83067318	+	Dqx1	83057844
chr2	127008717	127067909	+	Ap4e1	127008724
chr2	127008717	127067909	+	Ap4e1	127008730
chr17	19577227	19612317	+	Vmn2r101	19577227
chr7	4844959	4870258	-	Isoc2b	4866193
chr7	4844959	4870258	-	Isoc2b	4870258
chr19	59297178	59345780	-	Pdzd8	59345780
chr8	25944453	25976753	-	Hgsnat	25976753
chr8	25944453	25976753	-	Hgsnat	25974053
chr14	20658946	20668354	-	Synpo2l	20668306
chr14	20658946	20668354	-	Synpo2l	20664574
chr14	20658946	20668354	-	Synpo2l	20668354
chr9	122351608	122381524	+	Abhd5	122351608
chr9	122351608	122381524	+	Abhd5	122351730
chr9	122351608	122381524	+	Abhd5	122363653
chr11	3344256	3409189	-	Limk2	3356141
chr11	3344256	3409189	-	Limk2	3371376
chr11	3344256	3409189	-	Limk2	3409174
chr7	34140688	34169599	-	Uba2	34168575
chr7	34140688	34169599	-	Uba2	34144548
chr7	34140688	34169599	-	Uba2	34169599
chr11	73484274	73491603	-	Olfr381	73491603
chr11	73484274	73491603	-	Olfr381	73491478
chr11	73484274	73491603	-	Olfr381	73491477
chr11	73484274	73491603	-	Olfr381	73486822
chr8	82763607	82774160	-	Zfp330	82774160
chr1	82942559	82943388	-	A030003K21Rik	82943388
chr11	118476829	118489209	+	Engase	118476829
chr11	118476829	118489209	+	Engase	118484490
chr4	149896283	149955043	-	Spsb1	149955043
chr4	149896283	149955043	-	Spsb1	149909816
chr4	149896283	149955043	-	Spsb1	149907289
chr4	149896283	149955043	-	Spsb1	149953804
chr4	149896283	149955043	-	Spsb1	149922471
chr4	149896283	149955043	-	Spsb1	149931556
chr4	149896283	149955043	-	Spsb1	149942618
chr4	149896283	149955043	-	Spsb1	149946098
chr1	82955186	82956013	-	Gm7544	82956013
chr4	121105651	121109226	-	Tmco2	121109226
chr1	82960286	82960924	+	Gm47955	82960286
chr7	119140747	119184603	-	Gpr139	119184603
chr6	16833373	16898441	-	Tfec	16898441
chr6	16833373	16898441	-	Tfec	16835263
chr4	41738493	41756157	-	Sigmar1	41741359
chr16	16213318	16272712	+	Pkp2	16213318
chr9	91358058	91365810	-	Zic1	91365768
chr9	91358058	91365810	-	Zic1	91365810
chr17	19660328	19709533	+	Vmn2r102	19660328
chr13	21312125	21319624	+	Gpx6	21312125
chr1	83000548	83001480	+	Gm47959	83000548
chr5	21543559	21575904	+	Lrrc17	21543563
chr16	35832874	35871544	-	Parp14	35871544
chr2	91730134	91918849	+	Ambra1	91730134
chr2	91730134	91918849	+	Ambra1	91730225
chr2	91730134	91918849	+	Ambra1	91730184
chr2	91730134	91918849	+	Ambra1	91766445
chr2	91730134	91918849	+	Ambra1	91730138
chr19	4214238	4223490	+	Clcf1	4214238
chr19	4214238	4223490	+	Clcf1	4214389
chr9	91362413	91389348	+	Zic4	91362413
chr9	91362413	91389348	+	Zic4	91368812
chr9	91362413	91389348	+	Zic4	91368970
chr9	91362413	91389348	+	Zic4	91371004
chr9	91362413	91389348	+	Zic4	91371213
chr9	91362413	91389348	+	Zic4	91378642
chr16	57624258	57754737	-	Col8a1	57754737
chr10	13647054	13868980	-	Aig1	13868957
chr10	13647054	13868980	-	Aig1	13868980
chr10	13647054	13868980	-	Aig1	13868822
chr19	8871496	8875863	+	Ubxn1	8871559
chr19	8871496	8875863	+	Ubxn1	8871593
chr19	8871496	8875863	+	Ubxn1	8871660
chr17	29614790	29644991	+	Rnf8	29614790
chr17	29614790	29644991	+	Rnf8	29614822
chr17	29614790	29644991	+	Rnf8	29614864
chr10	117688875	117710758	-	Mdm2	117710758
chr11	70700548	70731964	+	Kif1c	70700548
chr11	70700548	70731964	+	Kif1c	70700561
chr11	70700548	70731964	+	Kif1c	70700576
chr11	70700548	70731964	+	Kif1c	70700650
chr7	141262706	141266481	-	Irf7	141266421
chr7	141262706	141266481	-	Irf7	141266481
chr7	141262706	141266481	-	Irf7	141266423
chr7	141262706	141266481	-	Irf7	141265292
chr19	4231899	4233634	+	Pold4	4231899
chr19	4231899	4233634	+	Pold4	4231986
chr19	4231899	4233634	+	Pold4	4232438
chr4	41699989	41769474	+	Il11ra1	41699989
chr4	41699989	41769474	+	Il11ra1	41760196
chr4	41699989	41769474	+	Il11ra1	41760454
chr4	41699989	41769474	+	Il11ra1	41762309
chr7	106740834	106742443	-	Olfr697	106742443
chr7	106740834	106742443	-	Olfr697	106741956
chr19	59458372	59465357	+	Emx2	59458372
chr19	59458372	59465357	+	Emx2	59459519
chr10	78574346	78584502	+	Ilvbl	78574346
chr10	78574346	78584502	+	Ilvbl	78574476
chr10	78574346	78584502	+	Ilvbl	78574500
chr10	78574346	78584502	+	Ilvbl	78574587
chr10	78574346	78584502	+	Ilvbl	78574969
chr10	78574346	78584502	+	Ilvbl	78574991
chr10	78574346	78584502	+	Ilvbl	78574994
chr10	78574346	78584502	+	Ilvbl	78574995
chr10	78574346	78584502	+	Ilvbl	78575023
chr10	78574346	78584502	+	Ilvbl	78576949
chr19	4214357	4233297	+	Gm45928	4214430
chr3	17948410	17948959	+	Cypt12	17948410
chr17	33113351	33139683	-	Morc2b	33139683
chr17	33113351	33139683	-	Morc2b	33139499
chr11	90030348	90036508	+	Tmem100	90030348
chr11	4218225	4222409	+	Castor1	4218225
chr15	44457494	44601369	+	Pkhd1l1	44457553
chr9	122747346	122802135	+	Topaz1	122747346
chr17	33168447	33180753	+	Olfr55	33168447
chr17	33168447	33180753	+	Olfr55	33168525
chr17	33168447	33180753	+	Olfr55	33176416
chr14	14171738	14186838	-	Olfr720	14186676
chr14	14171738	14186838	-	Olfr720	14186838
chr14	14171738	14186838	-	Olfr720	14176117
chr8	13405081	13421951	+	Grk1	13405081
chr13	63508328	63573598	-	Ptch1	63565735
chr13	63508328	63573598	-	Ptch1	63564535
chr13	63508328	63573598	-	Ptch1	63564326
chr13	63508328	63573598	-	Ptch1	63565274
chr13	63508328	63573598	-	Ptch1	63573598
chr17	29518642	29549638	-	Gm17657	29549638
chr17	29518642	29549638	-	Gm17657	29519790
chr2	27676440	27762957	+	Rxra	27676440
chr2	27676440	27762957	+	Rxra	27677201
chr2	27676440	27762957	+	Rxra	27709292
chr2	27676440	27762957	+	Rxra	27710583
chr2	27676440	27762957	+	Rxra	27721151
chr2	27676440	27762957	+	Rxra	27725219
chr2	27676440	27762957	+	Rxra	27677262
chr7	106749889	106755397	-	Olfr698	106755397
chr7	106749889	106755397	-	Olfr698	106755384
chr7	106749889	106755397	-	Olfr698	106753386
chr8	70594373	70597290	+	Isyna1	70594373
chr8	70594373	70597290	+	Isyna1	70594481
chr8	70594373	70597290	+	Isyna1	70594727
chr6	56882400	56923932	-	Nt5c3	56901886
chr6	56882400	56923932	-	Nt5c3	56923932
chr6	56882400	56923932	-	Nt5c3	56923724
chr15	98903917	98918231	-	Lmbr1l	98918231
chr3	89361975	89377549	+	Dcst2	89361975
chr7	127863047	127876828	-	Zfp668	127876828
chr7	127863047	127876828	-	Zfp668	127876780
chr7	127863047	127876828	-	Zfp668	127875646
chr7	127863047	127876828	-	Zfp668	127876777
chr7	127863047	127876828	-	Zfp668	127875657
chr17	19773363	19812536	+	Vmn2r103	19773363
