Chromosome	Start	End	Strand	Gene	Transcription_Start_Site
6	17306335	17341452	+	Cav1	17307278
6	17306335	17341452	+	Cav1	17307640
10	13149540	13178023	-	Zc2hc1b	13178023
7	119486587	119523489	-	Pdilt	119523489
9	21411837	21420274	+	Qtrt1	21411837
9	21411837	21420274	+	Qtrt1	21419446
12	70154142	70183887	+	Abhd12b	70154157
6	124996694	125003096	+	Pianp	124996694
6	124996694	125003096	+	Pianp	124996862
6	124996694	125003096	+	Pianp	124997075
6	124996694	125003096	+	Pianp	124998437
6	124996694	125003096	+	Pianp	124998610
6	124996694	125003096	+	Pianp	124998639
6	124996694	125003096	+	Pianp	124999662
16	48283733	48294237	+	Dppa4	48283735
16	48283733	48294237	+	Dppa4	48283787
8	83165352	83272934	+	Tbc1d9	83165352
8	83165352	83272934	+	Tbc1d9	83165860
14	21750531	21798726	+	Samd8	21750531
14	21750531	21798726	+	Samd8	21751552
1	132417555	132466958	+	Dstyk	132417555
1	132417555	132466958	+	Dstyk	132417604
1	132417555	132466958	+	Dstyk	132449398
12	3572381	3781796	+	Dtnb	3572381
12	3572381	3781796	+	Dtnb	3572391
12	3572381	3781796	+	Dtnb	3572434
12	3572381	3781796	+	Dtnb	3572453
12	3572381	3781796	+	Dtnb	3572470
12	3572381	3781796	+	Dtnb	3572475
12	3572381	3781796	+	Dtnb	3572536
12	3572381	3781796	+	Dtnb	3572984
12	3572381	3781796	+	Dtnb	3589172
12	3572381	3781796	+	Dtnb	3632922
12	3572381	3781796	+	Dtnb	3749543
3	59207892	59210882	-	P2ry13	59210882
3	59216272	59262871	-	P2ry12	59227581
3	59216272	59262871	-	P2ry12	59262831
3	59216272	59262871	-	P2ry12	59262871
3	59216272	59262871	-	P2ry12	59220200
3	59216272	59262871	-	P2ry12	59220259
7	119519463	119545551	+	Acsm5	119526208
7	119519463	119545551	+	Acsm5	119526259
7	119519463	119545551	+	Acsm5	119526329
7	119519463	119545551	+	Acsm5	119526341
X	7722245	7730530	+	Gm45208	7722245
X	46329007	46330345	+	Actrt1	46329007
8	25998722	26015650	-	Fnta	26015650
11	4257557	4272514	+	Lif	4257557
11	4257557	4272514	+	Lif	4267095
3	41626720	41742514	-	Sclt1	41742514
17	3532554	3533213	+	Cldn20	3532554
4	94942040	94979100	-	Mysm1	94979100
X	7714333	7728206	+	Wdr45	7721973
X	7714333	7728206	+	Wdr45	7722217
X	7714333	7728206	+	Wdr45	7722222
X	7714333	7728206	+	Wdr45	7722227
X	7714333	7728206	+	Wdr45	7722229
X	7714333	7728206	+	Wdr45	7722230
X	7714333	7728206	+	Wdr45	7722240
X	7714333	7728206	+	Wdr45	7722243
X	7714333	7728206	+	Wdr45	7722249
X	7714333	7728206	+	Wdr45	7722250
X	7714333	7728206	+	Wdr45	7722266
X	7714333	7728206	+	Wdr45	7722268
X	7714333	7728206	+	Wdr45	7722270
X	7714333	7728206	+	Wdr45	7722335
X	7714333	7728206	+	Wdr45	7722355
X	7714333	7728206	+	Wdr45	7722362
X	7714333	7728206	+	Wdr45	7722927
X	7714333	7728206	+	Wdr45	7724188
X	7714333	7728206	+	Wdr45	7726754
17	3519256	3557781	-	Tfb1m	3557781
9	35536647	35558528	-	Ddx25	35558528
17	36837134	36859398	+	Trim26	36837143
17	36837134	36859398	+	Trim26	36837146
17	36837134	36859398	+	Trim26	36837173
17	36837134	36859398	+	Trim26	36837184
17	36837134	36859398	+	Trim26	36852502
17	36837134	36859398	+	Trim26	36837141
5	105077630	105139539	-	Gbp9	105110276
5	105077630	105139539	-	Gbp9	105139539
7	10631532	10636530	+	Vmn1r70	10631532
7	10631532	10636530	+	Vmn1r70	10633587
11	57011387	57330244	+	Gria1	57011387
11	57011387	57330244	+	Gria1	57011810
11	57011387	57330244	+	Gria1	57011956
11	57011387	57330244	+	Gria1	57013046
13	12472632	12520438	-	Edaradd	12520438
7	106823489	106833893	-	Olfr702	106833893
7	106823489	106833893	-	Olfr702	106824666
7	106823489	106833893	-	Olfr702	106826743
7	44261447	44261891	+	Gm15517	44261447
9	123478706	123521552	+	Limd1	123478706
9	123478706	123521552	+	Limd1	123480610
3	59178923	59195104	-	Gpr87	59195104
3	59178923	59195104	-	Gpr87	59180085
2	91649860	91672326	+	Arhgap1	91650118
2	91649860	91672326	+	Arhgap1	91649860
2	91649860	91672326	+	Arhgap1	91650222
2	91649860	91672326	+	Arhgap1	91653208
3	55137339	55172935	+	Ccdc169	55137339
3	55137339	55172935	+	Ccdc169	55140038
3	55137339	55172935	+	Ccdc169	55140055
7	57419692	57828802	+	Gabrb3	57419692
7	57419692	57828802	+	Gabrb3	57590518
7	57419692	57828802	+	Gabrb3	57591162
7	57419692	57828802	+	Gabrb3	57591530
3	59316735	59344394	-	Igsf10	59344159
3	59316735	59344394	-	Igsf10	59344394
3	59316735	59344394	-	Igsf10	59344256
2	105701027	105904564	-	Elp4	105904564
2	105701027	105904564	-	Elp4	105865982
4	138877942	138882817	+	Pla2g2e	138877942
4	138877942	138882817	+	Pla2g2e	138877971
4	138877942	138882817	+	Pla2g2e	138879360
14	21733394	21751181	-	Dusp13	21741476
14	21733394	21751181	-	Dusp13	21740401
14	21733394	21751181	-	Dusp13	21741505
14	21733394	21751181	-	Dusp13	21741519
14	21733394	21751181	-	Dusp13	21742879
14	21733394	21751181	-	Dusp13	21748622
14	21733394	21751181	-	Dusp13	21748626
14	21733394	21751181	-	Dusp13	21746485
6	24528144	24573164	+	Asb15	24528144
6	24528144	24573164	+	Asb15	24556072
12	32953891	32979860	+	Sypl	32953891
12	32953891	32979860	+	Sypl	32954184
7	4925785	4944826	+	Ssc5d	4925785
2	127070665	127097084	+	Blvra	127070667
2	127070665	127097084	+	Blvra	127070679
2	127070665	127097084	+	Blvra	127070693
2	127070665	127097084	+	Blvra	127080277
5	105014150	105139540	-	Gbp8	105051047
5	105014150	105139540	-	Gbp8	105139540
7	44246722	44252319	+	2410002F23Rik	44246722
7	44246722	44252319	+	2410002F23Rik	44246728
7	44246722	44252319	+	2410002F23Rik	44246735
7	44246722	44252319	+	2410002F23Rik	44246754
7	44246722	44252319	+	2410002F23Rik	44246787
7	44246722	44252319	+	2410002F23Rik	44246789
7	44246722	44252319	+	2410002F23Rik	44246791
7	44246722	44252319	+	2410002F23Rik	44246799
7	44246722	44252319	+	2410002F23Rik	44247231
7	44246722	44252319	+	2410002F23Rik	44247442
7	44246722	44252319	+	2410002F23Rik	44248252
7	44246722	44252319	+	2410002F23Rik	44249594
7	44246722	44252319	+	2410002F23Rik	44249965
6	136400317	136415569	-	E330021D16Rik	136415569
6	136400317	136415569	-	E330021D16Rik	136415564
6	136400317	136415569	-	E330021D16Rik	136401830
11	101119938	101126419	+	Tubg1	101119938
4	60498012	60501960	-	Mup1	60501960
4	60498012	60501960	-	Mup1	60501903
4	60498012	60501960	-	Mup1	60499332
13	60174405	60177365	-	Gas1	60177365
13	60174405	60177365	-	Gas1	60176941
1	69826970	70725132	+	Spag16	69826988
1	69826970	70725132	+	Spag16	69826992
8	72041218	72060630	+	Olfr372	72041218
8	72041218	72060630	+	Olfr372	72057660
3	28263214	28675858	+	Tnik	28263215
3	28263214	28675858	+	Tnik	28263563
3	28263214	28675858	+	Tnik	28263643
8	72083177	72103084	+	Olfr373	72083177
8	72083177	72103084	+	Olfr373	72085710
8	72083177	72103084	+	Olfr373	72099762
7	106843360	106846207	+	Olfr703	106843360
7	106843360	106846207	+	Olfr703	106844613
4	154666433	154667867	-	Actrt2	154667867
7	106863185	106870921	+	Olfr704	106863185
7	106863185	106870921	+	Olfr704	106864982
1	160906418	160974978	+	Rc3h1	160906418
1	160906418	160974978	+	Rc3h1	160930024
5	20758663	20882124	-	Phtf2	20882124
9	13748410	13806481	+	Mtmr2	13748410
9	13748410	13806481	+	Mtmr2	13749181
9	13748410	13806481	+	Mtmr2	13766043
9	13748410	13806481	+	Mtmr2	13749319
9	13748410	13806481	+	Mtmr2	13749389
7	4940512	4964406	-	Sbk2	4964406
7	4940512	4964406	-	Sbk2	4964345
7	4940512	4964406	-	Sbk2	4964354
7	4940512	4964406	-	Sbk2	4964348
9	123529759	123592600	+	Sacm1l	123529759
9	123529759	123592600	+	Sacm1l	123529882
11	90336536	90390895	-	Hlf	90390895
11	90336536	90390895	-	Hlf	90387973
9	94669909	95230445	+	Slc9a9	94669909
8	72107040	72118200	+	Olfr374	72107040
8	72107040	72118200	+	Olfr374	72109486
13	27773495	27780804	-	Prl7c1	27780804
4	121614271	121622103	-	Gm12887	121622103
13	98686235	98694834	-	Tmem171	98694834
13	98686235	98694834	-	Tmem171	98694768
19	59902884	59943654	-	Rab11fip2	59943654
19	59902884	59943654	-	Rab11fip2	59943364
19	59902884	59943654	-	Rab11fip2	59943000
13	41605907	41641355	+	Tmem170b	41605907
13	41605907	41641355	+	Tmem170b	41606216
17	25261916	25274622	-	Ube2i	25274310
17	25261916	25274622	-	Ube2i	25273383
17	25261916	25274622	-	Ube2i	25265869
17	25261916	25274622	-	Ube2i	25273914
17	25261916	25274622	-	Ube2i	25273534
17	25261916	25274622	-	Ube2i	25274622
17	25261916	25274622	-	Ube2i	25273590
17	25261916	25274622	-	Ube2i	25273867
17	25261916	25274622	-	Ube2i	25274302
17	25261916	25274622	-	Ube2i	25273600
17	25261916	25274622	-	Ube2i	25273155
2	10080593	10092806	+	Kin	10080624
1	115684756	116587323	+	Cntnap5a	115684756
7	106871870	106876891	-	Olfr705	106876891
7	106871870	106876891	-	Olfr705	106874243
8	13550733	13562461	-	1700029H14Rik	13562461
8	13550733	13562461	-	1700029H14Rik	13562448
6	88883474	88898780	-	Mcm2	88898780
12	103728156	103830373	-	Serpina1b	103738158
12	103728156	103830373	-	Serpina1b	103740515
12	103728156	103830373	-	Serpina1b	103830373
15	10500102	10558668	-	Ttc23l	10558668
8	111056339	111057664	+	Exosc6	111056339
7	28833854	28841708	+	Lgals4	28833854
8	111033144	111057664	+	Aars	111033144
8	111033144	111057664	+	Aars	111033902
4	154869585	154895528	+	Mmel1	154869585
4	154869585	154895528	+	Mmel1	154871595
4	154869585	154895528	+	Mmel1	154871629
4	154869585	154895528	+	Mmel1	154882209
4	154869585	154895528	+	Mmel1	154869636
6	83086367	83088243	+	Lbx2	83086367
2	145167754	145642166	+	Slc24a3	145167754
2	145167754	145642166	+	Slc24a3	145244972
13	8966331	8996083	-	Gtpbp4	8996083
17	24047734	24073485	-	Kctd5	24073485
1	116802983	116823410	+	Gm19965	116802983
11	101155907	101161787	+	Tubg2	101155907
6	83101601	83108394	+	Ccdc142	83101601
7	57407672	57510059	-	Gabra5	57510009
7	57407672	57510059	-	Gabra5	57509371
7	57407672	57510059	-	Gabra5	57510059
5	137729899	137741607	-	Nyap1	137739998
5	137729899	137741607	-	Nyap1	137741607
5	137729899	137741607	-	Nyap1	137739718
5	137729899	137741607	-	Nyap1	137741102
19	43846821	43940191	-	Dnmbp	43940191
19	43846821	43940191	-	Dnmbp	43879768
19	43846821	43940191	-	Dnmbp	43890691
19	43846821	43940191	-	Dnmbp	43912392
19	5425144	5427313	+	AI837181	5425144
19	5425144	5427313	+	AI837181	5425157
9	95399292	95406722	-	Chst2	95406722
12	103763594	103773592	-	Serpina1d	103773592
6	83109040	83109939	+	Mrpl53	83109040
15	59331997	59374167	-	Washc5	59352529
15	59331997	59374167	-	Washc5	59374167
3	19131402	19163065	-	Armc1	19163065
19	5453180	5457894	-	Ccdc85b	5457894
19	5453180	5457894	-	Ccdc85b	5457504
5	136218147	136246556	-	Sh2b2	136244854
5	136218147	136246556	-	Sh2b2	136244903
5	136218147	136246556	-	Sh2b2	136244837
5	136218147	136246556	-	Sh2b2	136246556
19	5447547	5455946	+	Fosl1	5447547
19	5447547	5455946	+	Fosl1	5447705
7	24610763	24629297	+	Phldb3	24610763
7	24610763	24629297	+	Phldb3	24611328
16	16302965	16309640	+	Yars2	16302965
16	16302965	16309640	+	Yars2	16302978
16	16302965	16309640	+	Yars2	16304600
14	43179867	43187988	+	Gm7233	43179867
15	99224861	99242817	+	Kcnh3	99224861
7	120917744	120947432	+	Polr3e	120917744
7	120917744	120947432	+	Polr3e	120917771
7	120917744	120947432	+	Polr3e	120917784
2	164176327	164182742	-	Wfdc5	164182742
2	164176327	164182742	-	Wfdc5	164182598
1	117697131	117727441	+	Gm28363	117697131
14	43229832	43235304	-	Gm8122	43235304
4	138895379	138913945	-	Otud3	138913945
8	53586867	53639065	-	Neil3	53639065
8	53586867	53639065	-	Neil3	53638678
12	99964499	100062682	+	Kcnk13	99964499
12	99964499	100062682	+	Kcnk13	99964525
14	43258649	43266799	+	Gm8126	43258649
2	37798991	38287390	-	Dennd1a	38287375
2	37798991	38287390	-	Dennd1a	37852440
2	37798991	38287390	-	Dennd1a	38287188
9	123590800	123632565	-	Slc6a20b	123632565
1	163384908	163403669	-	Gorab	163403669
2	23506220	23572106	-	Spopl	23572104
2	13573927	13582826	+	Vim	13573927
2	13573927	13582826	+	Vim	13573952
2	13573927	13582826	+	Vim	13574281
16	94497783	94526830	-	Vps26c	94526830
X	36328353	36362341	+	Lonrf3	36328353
X	36328353	36362341	+	Lonrf3	36329216
7	106882589	106888162	-	Olfr706	106888162
7	106882589	106888162	-	Olfr706	106886840
16	58408443	58469727	+	Dcbld2	58408443
2	164189231	164190608	-	Wfdc12	164190608
4	44034075	44084177	-	Gne	44084177
4	44034075	44084177	-	Gne	44072778
4	44034075	44084177	-	Gne	44066960
4	44034075	44084177	-	Gne	44067061
4	44034075	44084177	-	Gne	44083923
4	44034075	44084177	-	Gne	44072602
4	44034075	44084177	-	Gne	44073017
4	44034075	44084177	-	Gne	44073018
11	73774849	73780713	-	Olfr389	73780640
11	73774849	73780713	-	Olfr389	73780713
11	69095217	69109960	+	Per1	69095217
11	69095217	69109960	+	Per1	69098948
11	69095217	69109960	+	Per1	69100152
11	69095217	69109960	+	Per1	69100522
11	69095217	69109960	+	Per1	69100158
4	138967112	138968365	+	Rnf186	138967112
4	60578260	60582199	-	Mup10	60582199
7	106890446	106901241	-	Olfr707	106899357
7	106890446	106901241	-	Olfr707	106901241
7	106890446	106901241	-	Olfr707	106899414
7	106890446	106901241	-	Olfr707	106892107
12	76324891	76334153	+	Akap5	76324891
12	76324891	76334153	+	Akap5	76324905
4	150148972	150168482	+	Slc2a7	150148972
5	146832890	146837032	+	Rpl21	146832890
5	146832890	146837032	+	Rpl21	146833195
5	146832890	146837032	+	Rpl21	146833202
17	20345242	20383113	+	Vmn2r107	20345242
7	106908001	106916265	+	Olfr1532-ps1	106908001
7	106908001	106916265	+	Olfr1532-ps1	106914200
17	71615895	71659031	+	Wdr43	71616215
15	99242817	99251961	-	Mcrs1	99251961
15	99242817	99251961	-	Mcrs1	99251945
15	99242817	99251961	-	Mcrs1	99251952
15	99242817	99251961	-	Mcrs1	99251917
15	99242817	99251961	-	Mcrs1	99251955
13	81657663	81672871	+	Lysmd3	81657663
13	81657663	81672871	+	Lysmd3	81657792
13	81657663	81672871	+	Lysmd3	81657829
13	81657663	81672871	+	Lysmd3	81665194
17	24937419	24960689	-	Jpt2	24960689
13	55599896	55610443	+	B4galt7	55599896
13	55599896	55610443	+	B4galt7	55600065
11	51643063	51650842	-	N4bp3	51650842
11	51643063	51650842	-	N4bp3	51650837
11	51643063	51650842	-	N4bp3	51650820
8	122611640	122616660	+	Trappc2l	122611646
2	59612042	59846149	+	Tanc1	59612042
2	59612042	59846149	+	Tanc1	59646811
2	59612042	59846149	+	Tanc1	59612044
7	106922874	106932219	-	Olfr709-ps1	106932219
7	106922874	106932219	-	Olfr709-ps1	106927457
17	20414146	20425343	+	Vmn1r224	20414146
17	20414146	20425343	+	Vmn1r224	20419163
17	33824572	33838317	+	Ndufa7	33824572
11	100704746	100712465	-	Kat2a	100712465
7	106943911	106948312	-	Olfr710	106948312
4	122689275	122705129	+	9530002B09Rik	122689275
4	145585166	145625345	+	Gm13212	145585166
4	145585166	145625345	+	Gm13212	145585203
4	145585166	145625345	+	Gm13212	145617146
8	120608602	120647632	-	1190005I06Rik	120634492
8	120608602	120647632	-	1190005I06Rik	120647632
13	23571396	23572013	+	H2bc8	23571396
5	53809606	53903965	+	Tbc1d19	53809627
11	66211725	66525964	-	Shisa6	66525795
11	66211725	66525964	-	Shisa6	66525964
11	51650954	51657681	+	D930048N14Rik	51650954
11	51650954	51657681	+	D930048N14Rik	51650956
9	35560820	35570398	-	Hyls1	35570398
11	90476492	90638084	-	Stxbp4	90638084
11	90476492	90638084	-	Stxbp4	90638076
11	90476492	90638084	-	Stxbp4	90638065
11	90476492	90638084	-	Stxbp4	90638062
11	90476492	90638084	-	Stxbp4	90548910
11	90476492	90638084	-	Stxbp4	90630917
11	73782964	73790446	+	Olfr390	73782964
11	73782964	73790446	+	Olfr390	73782966
11	73782964	73790446	+	Olfr390	73782984
11	73782964	73790446	+	Olfr390	73786940
7	28863853	28866284	+	Lgals7	28863853
7	28863853	28866284	+	Lgals7	28864229
10	24772406	24842823	-	Enpp3	24836225
10	24772406	24842823	-	Enpp3	24842823
10	24772406	24842823	-	Enpp3	24836136
10	24772406	24842823	-	Enpp3	24842740
8	121590361	121598760	+	Map1lc3b	121590361
8	121590361	121598760	+	Map1lc3b	121590477
8	121590361	121598760	+	Map1lc3b	121590484
8	121590361	121598760	+	Map1lc3b	121590712
18	6603629	6638970	+	4921524L21Rik	6603629
11	65831282	66168551	-	Dnah9	66168533
11	65831282	66168551	-	Dnah9	65927958
11	65831282	66168551	-	Dnah9	66005195
11	65831282	66168551	-	Dnah9	66168444
16	58468125	58524243	-	St3gal6	58523426
16	58468125	58524243	-	St3gal6	58524243
16	58468125	58524243	-	St3gal6	58524185
16	58468125	58524243	-	St3gal6	58523444
16	58468125	58524243	-	St3gal6	58524169
16	58468125	58524243	-	St3gal6	58499341
16	58468125	58524243	-	St3gal6	58523344
16	58468125	58524243	-	St3gal6	58523724
16	58468125	58524243	-	St3gal6	58524134
10	80602880	80607654	+	Adat3	80602880
10	80602880	80607654	+	Adat3	80602896
10	80602880	80607654	+	Adat3	80603252
9	35645113	35648202	-	Pate3	35648202
11	98767932	98775333	-	Nr1d1	98775333
11	20823576	20831056	-	Lgalsl	20831056
9	35570284	35690318	+	Pate2	35570284
9	35570284	35690318	+	Pate2	35669639
9	35570284	35690318	+	Pate2	35669699
10	80602872	80615783	+	Scamp4	80602880
10	80602872	80615783	+	Scamp4	80602902
10	80602872	80615783	+	Scamp4	80602924
10	80602872	80615783	+	Scamp4	80602957
14	20674308	20694852	+	Sec24c	20674308
14	20674308	20694852	+	Sec24c	20674342
14	20674308	20694852	+	Sec24c	20674343
14	20674308	20694852	+	Sec24c	20674406
14	20674308	20694852	+	Sec24c	20674429
14	20674308	20694852	+	Sec24c	20682820
3	27097222	27153878	-	Ect2	27153861
3	27097222	27153878	-	Ect2	27153878
3	27097222	27153878	-	Ect2	27153854
3	27097222	27153878	-	Ect2	27153828
3	27097222	27153878	-	Ect2	27153810
3	27097222	27153878	-	Ect2	27153782
18	32458083	32472589	-	Gm35060	32462472
4	98726734	98738480	+	L1td1	98726734
4	98726734	98738480	+	L1td1	98726748
4	98726734	98738480	+	L1td1	98726793
4	98726734	98738480	+	L1td1	98733203
14	43275036	43306011	+	Gm9732	43298872
11	51685386	51688874	-	0610009B22Rik	51688653
11	51685386	51688874	-	0610009B22Rik	51688874
14	43288312	43293832	-	Gm8127	43293832
8	4226827	4237470	+	Lrrc8e	4226827
8	4226827	4237470	+	Lrrc8e	4231207
2	37776249	37799103	+	Crb2	37776249
1	39900913	40026310	+	Map4k4	39900913
1	39900913	40026310	+	Map4k4	39901170
1	39900913	40026310	+	Map4k4	39901179
1	39900913	40026310	+	Map4k4	39901180
1	39900913	40026310	+	Map4k4	39901224
1	39900913	40026310	+	Map4k4	39901230
1	39900913	40026310	+	Map4k4	39999893
1	39900913	40026310	+	Map4k4	39999894
1	39900913	40026310	+	Map4k4	40000677
11	98740638	98769006	+	Thra	98741811
11	98740638	98769006	+	Thra	98741873
11	98740638	98769006	+	Thra	98742158
11	98740638	98769006	+	Thra	98753586
18	32528322	32560034	-	Gypc	32560034
18	32528322	32560034	-	Gypc	32559980
18	32528322	32560034	-	Gypc	32535418
9	35685079	35687390	-	Pate1	35687371
4	60737383	60741326	-	Mup12	60741326
8	123504718	123515463	-	Dbndd1	123515455
8	123504718	123515463	-	Dbndd1	123515390
8	123504718	123515463	-	Dbndd1	123515463
19	37899036	38043577	-	Myof	38043577
19	37899036	38043577	-	Myof	38043351
19	37899036	38043577	-	Myof	37967126
19	37899036	38043577	-	Myof	37903722
11	114668524	114672331	+	Rpl38	114668524
11	114668524	114672331	+	Rpl38	114668548
11	114668524	114672331	+	Rpl38	114668609
11	114668524	114672331	+	Rpl38	114668626
6	24597762	24605414	+	Lmod2	24597762
9	35607093	35611941	-	Pate4	35611941
5	65348314	65384007	+	Klb	65348314
4	11958184	11966452	-	Pdp1	11966452
4	11958184	11966452	-	Pdp1	11965821
4	11958184	11966452	-	Pdp1	11965927
4	11958184	11966452	-	Pdp1	11965981
4	11958184	11966452	-	Pdp1	11966427
4	11958184	11966452	-	Pdp1	11966420
5	145436309	145469723	-	Cyp3a16	145469723
10	22817281	22820174	-	Tcf21	22820174
10	22817281	22820174	-	Tcf21	22820159
4	60658466	60662411	-	Mup11	60662411
4	60658466	60662411	-	Mup11	60662358
9	35558595	35567401	+	Pus3	35559460
9	35558595	35567401	+	Pus3	35559466
13	21495223	21497146	+	AK157302	21495223
13	103818787	103920514	-	Erbin	103889292
13	103818787	103920514	-	Erbin	103920295
13	103818787	103920514	-	Erbin	103920514
12	28437795	28552399	-	Dcdc2c	28548337
12	28437795	28552399	-	Dcdc2c	28552100
12	28437795	28552399	-	Dcdc2c	28552399
12	28437795	28552399	-	Dcdc2c	28552303
10	13178140	13193168	-	Ltv1	13193168
18	32815383	32819797	+	Tslp	32815383
13	55623005	55632411	+	Caml	55623005
9	123789500	123851899	-	Fyco1	123851661
9	123789500	123851899	-	Fyco1	123851881
9	123789500	123851899	-	Fyco1	123851899
13	21501029	21501418	-	Cox5b-ps	21501418
X	36401280	36404655	+	Gm6268	36401280
19	6923966	6934515	-	Kcnk4	6934515
19	6923966	6934515	-	Kcnk4	6933554
19	6923966	6934515	-	Kcnk4	6932827
8	123102350	123105244	+	Rpl13	123102350
5	145558664	145584730	-	Cyp3a41b	145584730
17	35667730	35673739	-	Gtf2h4	35673739
17	35667730	35673739	-	Gtf2h4	35673618
17	35667730	35673739	-	Gtf2h4	35673690
17	35667730	35673739	-	Gtf2h4	35673517
17	35667730	35673739	-	Gtf2h4	35673659
1	186087731	186117310	-	Lyplal1	186117310
19	43956307	43986556	-	Cpn1	43986556
6	30541582	30564476	+	Cpa2	30541582
7	34184499	34196661	-	Pdcd2l	34196661
7	34184499	34196661	-	Pdcd2l	34196608
7	10687789	10730168	+	Nlrp4b	10687789
7	10687789	10730168	+	Nlrp4b	10687793
7	10687789	10730168	+	Nlrp4b	10714973
7	10687789	10730168	+	Nlrp4b	10718550
7	10687789	10730168	+	Nlrp4b	10719249
10	80606021	80615784	+	Gm49322	80606021
5	96070333	96164171	-	Cnot6l	96161990
5	96070333	96164171	-	Cnot6l	96161547
5	96070333	96164171	-	Cnot6l	96161742
5	96070333	96164171	-	Cnot6l	96161871
5	96070333	96164171	-	Cnot6l	96164171
5	96070333	96164171	-	Cnot6l	96161763
5	96070333	96164171	-	Cnot6l	96161755
19	6922371	6925380	-	Catsperz	6924869
